script_name,test_id,test_type,tquery,fixed_query,duration,final_score
balance_wc1,4,w    ,"""select md.id as mdid,  d.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots d on d.medidata_depot_id = md.id join unnumbered_inventory_items i on d.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (md.number is not null and md.number <> '' and d.study_id = 19 and d.id = 317 and i.status in (1,2,3,6)) or (md.name ='Depot5' and md.deleted='f' and d.study_id <500  and i.status in (1,2,3,6) and l.release_status = 2) ;""","""select md.id as mdid,  d.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots d on d.medidata_depot_id = md.id join unnumbered_inventory_items i on d.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (md.number is not null and md.number <> '' and d.study_id = 19 and d.id = 317 and i.status in (1,2,3,6)) or (md.name ='Depot5' and md.deleted='f' and d.study_id <500  and i.status in (1,2,3,6)) ;""",3,0
balance_wc1,5,w    ,"""select md.id as mdid,  d.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots d on d.medidata_depot_id = md.id join unnumbered_inventory_items i on d.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (md.number is not null and md.number <> '' and d.study_id = 19 and d.id = 317 and i.status in (1,2,3,6)) or (md.name ='Depot5' and md.deleted='f' and d.study_id <500  and i.status in (1,2,3,6) and l.release_status = 2) ;""","""select md.id as mdid,  d.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots d on d.medidata_depot_id = md.id join unnumbered_inventory_items i on d.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (md.number is not null and md.number <> '' and d.study_id = 19 and d.id = 317 and i.status not in (1,2,3,6)) or (md.name ='Depot5' and md.deleted='t' and d.study_id <500  and i.status in (1,2,3,6)) ;""",8,0
balance_wm3,0,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 284 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""",4,0
balance_wm3,1,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id != 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""",2,0
balance_wm3,2,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where (sg.parent_id = 239 and sg.oid='dce') or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""",2,0
balance_wm3,3,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.live_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""",21,2
balance_wm3,4,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1';""",3,0
balance_wm3,5,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.close_date>'2015-01-01' or s.study_design_id =657 or s.name = 'NandanStudy' or s.file_upload_rules='1'  or sg.is_production = 't';""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id JOIN depots d on d.study_id = s.id  where sg.parent_id = 239 or sg.name ='Mediflexs' or sg.protocol='Mediflex UAT Protocol' or sg.live_date>'2015-01-01' or s.study_design_id >657 or s.name = 'NandanStudy' or s.file_upload_rules='1' or sg.is_production = 't';""",56,2
balance_ws4,0,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks='t' or s.external_id > 45235;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='t' or s.can_generate_blocks='t' or s.external_id > 45235;""",3,0
balance_ws4,1,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks='t' or s.external_id > 45235;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks!='t' or s.external_id > 45235;""",4,0
balance_ws4,2,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks='t' or s.external_id > 45235;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks='t' or (s.external_id > 45235 and ms.id = 159 );""",2,0
balance_ws4,3,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks='t' or s.external_id > 45235;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks='t' or s.id > 45235;""",2,0
balance_ws4,4,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks='t' or s.external_id > 45235;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks='t';""",2,0
balance_ws4,5,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='f' or s.can_generate_blocks='t' or s.external_id > 45235;""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where ms.name like 'SmokeTest%' or ms.is_production='t' or s.can_generate_blocks='f' or s.external_id > 45235;""",21,0
